time vel_channel vel_finger vel_lid reacted flux_finger_advection flux_finger_diffusion flux_inlet_advection flux_inlet_diffusion flux_outlet_advection mass_total mass_finger
171000 0.00248497 2.35181e-07 3.00514e-06 0.118993 1.41365e-06 0.126111 2.85132 0.283045 0.497382 457577 1469.17
172000 0.00249352 2.35985e-07 3.01534e-06 0.119411 1.4181e-06 0.126533 2.86116 0.280818 0.508988 460094 1474.32
173000 0.00250206 2.3679e-07 3.02554e-06 0.119829 1.42256e-06 0.126956 2.87096 0.278618 0.520683 462608 1479.47
174000 0.00251056 2.37595e-07 3.03575e-06 0.120246 1.42701e-06 0.127379 2.88074 0.276445 0.532466 465116 1484.62
175000 0.00251905 2.384e-07 3.04596e-06 0.120663 1.43147e-06 0.127802 2.89049 0.274299 0.544333 467620 1489.77
176000 0.00252751 2.39206e-07 3.05618e-06 0.12108 1.43592e-06 0.128226 2.90021 0.272179 0.556284 470120 1494.91
177000 0.00253594 2.40012e-07 3.0664e-06 0.121497 1.44038e-06 0.128649 2.90991 0.270085 0.568315 472614 1500.06
178000 0.00254436 2.40819e-07 3.07663e-06 0.121914 1.44483e-06 0.129073 2.91958 0.268016 0.580425 475104 1505.21
179000 0.00255275 2.41625e-07 3.08686e-06 0.122332 1.44928e-06 0.129496 2.92922 0.265973 0.592612 477589 1510.35
180000 0.00256111 2.42433e-07 3.0971e-06 0.122749 1.45373e-06 0.12992 2.93883 0.263955 0.604873 480068 1515.49
181000 0.00256945 2.4324e-07 3.10734e-06 0.123166 1.45818e-06 0.130344 2.94841 0.261962 0.617206 482543 1520.64
182000 0.00257777 2.44048e-07 3.11759e-06 0.123583 1.46263e-06 0.130769 2.95797 0.259992 0.629611 485012 1525.78
183000 0.00258606 2.44857e-07 3.12784e-06 0.124 1.46708e-06 0.131193 2.9675 0.258047 0.642083 487477 1530.93
184000 0.00259433 2.45666e-07 3.1381e-06 0.124417 1.47153e-06 0.131618 2.97701 0.256125 0.654623 489935 1536.08
185000 0.00260258 2.46475e-07 3.14837e-06 0.124834 1.47597e-06 0.132044 2.98648 0.254226 0.667227 492389 1541.22
186000 0.0026108 2.47285e-07 3.15864e-06 0.125251 1.48042e-06 0.132469 2.99593 0.25235 0.679894 494837 1546.37
187000 0.00261901 2.48095e-07 3.16892e-06 0.125669 1.48487e-06 0.132895 3.00536 0.250497 0.692623 497279 1551.52
188000 0.00262719 2.48906e-07 3.1792e-06 0.126086 1.48931e-06 0.133321 3.01476 0.248666 0.705411 499716 1556.67
